customer_id,age,gender,city,tenure_months,plan_type,monthly_charges,payment_method,auto_renew,last_payment_status,avg_sessions_per_week,avg_session_duration,days_since_last_login,feature_usage_score,support_tickets,avg_ticket_resolution_days,complaints_flag,churn
CUST_02819,57,Female,Chennai,17,Standard,499,UPI,1,Success,0.18,39.22,42,58.41,1,5.23,0,1
CUST_02820,56,Male,Bangalore,46,Standard,299,NetBanking,1,Success,1.56,39.2,68,56.97,0,2.02,1,1
CUST_02821,38,Male,Pune,42,Standard,799,Debit Card,0,Success,1.05,24.76,74,53.69,0,1.12,1,1
CUST_02822,27,Male,Hyderabad,45,Standard,799,Credit Card,1,Success,3.87,29.17,87,49.82,1,5.22,0,1
CUST_02823,55,Male,Bangalore,4,Premium,299,UPI,1,Success,3.04,17.98,54,62.86,0,4.11,1,1
CUST_02824,63,Male,Chennai,11,Standard,499,UPI,1,Success,1.96,8.76,15,23.55,0,4.54,0,0
CUST_02825,21,Male,Pune,47,Basic,799,Debit Card,0,Success,8.97,27.51,66,52.78,3,4.13,0,1
CUST_02826,62,Female,Bangalore,15,Premium,499,UPI,1,Success,3.52,10.34,62,70.81,2,5.78,0,1
CUST_02827,37,Female,Delhi,30,Standard,299,Debit Card,1,Success,0.48,45.93,71,68.47,1,4.06,0,1
CUST_02828,34,Female,Hyderabad,24,Premium,499,UPI,0,Failed,1.75,36.38,21,88.22,2,3.31,1,0
CUST_02829,24,Female,Mumbai,2,Basic,499,Credit Card,1,Success,18.12,23.48,55,76.75,1,3.49,0,1
CUST_02830,21,Male,Bangalore,43,Basic,499,Credit Card,0,Failed,18.86,51.67,51,68.17,4,3.35,0,0
CUST_02831,46,Male,Pune,34,Premium,799,UPI,1,Success,1.47,18.7,80,60.57,3,5.37,0,1
CUST_02832,31,Female,Pune,23,Basic,499,Debit Card,1,Success,0.92,21.08,26,50.87,0,4.88,0,0
CUST_02833,20,Male,Hyderabad,31,Premium,299,NetBanking,1,Success,3.42,20.95,63,70.07,1,5.38,1,1
CUST_02834,41,Other,Hyderabad,37,Premium,499,UPI,1,Success,3.28,24.36,44,66.47,1,0.5,0,1
CUST_02835,54,Female,Pune,13,Standard,499,NetBanking,1,Success,2.64,21.9,66,52.51,2,2.65,0,1
CUST_02836,33,Female,Pune,33,Basic,299,Debit Card,0,Success,3.77,29.57,25,42.66,0,1.66,0,0
CUST_02837,21,Other,Pune,7,Standard,299,NetBanking,1,Success,1.32,15.01,12,58.94,0,5.82,0,0
CUST_02838,41,Male,Bangalore,32,Premium,799,UPI,1,Success,0.61,26.28,80,83.12,1,1.92,0,1
CUST_02839,51,Male,Pune,7,Standard,499,Credit Card,1,Success,4.23,19.57,29,62.2,4,3.94,0,0
CUST_02840,47,Female,Mumbai,42,Standard,299,Debit Card,0,Success,13.49,25.63,77,60.57,2,6.02,0,1
CUST_02841,35,Male,Pune,38,Standard,299,Credit Card,1,Success,0.74,14.17,29,68.46,4,3.53,0,0
CUST_02842,36,Female,Mumbai,44,Basic,499,Credit Card,1,Success,6.1,16.35,43,69.63,3,2.49,0,1
CUST_02843,48,Male,Bangalore,13,Premium,499,Credit Card,0,Success,2.88,46.25,47,64.98,0,3.35,0,1
CUST_02844,36,Female,Hyderabad,24,Premium,299,UPI,1,Success,1.74,15.79,8,59.16,0,1.01,0,0
CUST_02845,63,Female,Mumbai,28,Premium,499,Debit Card,1,Failed,9.59,30.23,47,49.84,0,0.79,1,0
CUST_02846,36,Female,Bangalore,32,Standard,299,NetBanking,0,Success,3.05,19.63,55,80.1,1,3.87,0,1
CUST_02847,39,Male,Pune,43,Premium,299,Credit Card,1,Failed,4.38,14.83,67,51.46,0,0.5,0,0
CUST_02848,41,Male,Bangalore,18,Basic,499,NetBanking,1,Success,2.93,25.64,5,91.45,0,2.93,0,0
CUST_02849,62,Female,Pune,34,Standard,299,Debit Card,0,Failed,0.42,16.31,64,63.09,1,2.83,1,0
CUST_02850,29,Male,Bangalore,34,Standard,799,Debit Card,1,Success,4.52,30.18,88,61.05,1,5.97,0,1
CUST_02851,47,Female,Hyderabad,38,Premium,299,NetBanking,1,Success,2.71,23.75,66,75.2,1,3.82,1,1
CUST_02852,55,Female,Mumbai,1,Premium,499,NetBanking,1,Success,0.45,38.36,20,46.94,0,2.6,1,0
CUST_02853,48,Female,Hyderabad,43,Premium,299,Credit Card,1,Success,4.53,11.94,77,71.48,1,4.44,0,1
CUST_02854,53,Female,Delhi,42,Premium,299,NetBanking,1,Success,0.05,27.76,29,62.31,3,3.3,0,0
CUST_02855,36,Male,Pune,31,Premium,799,NetBanking,0,Success,1.17,28.7,56,68.22,2,1.39,0,1
CUST_02856,62,Female,Mumbai,1,Basic,499,UPI,1,Success,7.6,15.03,54,46.33,1,3.47,0,1
CUST_02857,53,Female,Hyderabad,16,Premium,499,Credit Card,1,Success,0.19,18.36,1,46.14,1,3.26,0,0
CUST_02858,47,Male,Mumbai,39,Standard,499,Credit Card,0,Failed,5.2,10.77,47,23.35,0,3.15,0,0
CUST_02859,50,Other,Delhi,15,Basic,499,Debit Card,0,Success,14.95,9.4,21,50.85,1,3.7,1,0
CUST_02860,35,Male,Chennai,33,Basic,799,NetBanking,1,Success,0.94,23.81,12,49.81,2,4.63,0,0
CUST_02861,45,Male,Pune,23,Standard,499,UPI,1,Success,2.7,33.07,88,46.65,3,3.57,0,1
CUST_02862,64,Male,Pune,41,Basic,499,Debit Card,1,Success,4.28,23.68,42,57.69,2,1.11,1,1
CUST_02863,28,Female,Bangalore,34,Standard,799,UPI,1,Success,2.99,24.1,74,61.29,3,0.75,0,1
CUST_02864,62,Male,Pune,17,Standard,799,Credit Card,1,Success,4.84,12.02,73,69.99,1,2.45,0,1
CUST_02865,50,Female,Pune,25,Premium,299,NetBanking,1,Success,2.59,3.98,48,71.32,2,2.35,1,1
CUST_02866,34,Female,Hyderabad,42,Premium,499,UPI,1,Success,0.8,28.42,36,73.01,2,3.56,0,1
CUST_02867,23,Male,Pune,6,Standard,299,Debit Card,1,Success,0.47,18.39,88,73.85,2,5.01,0,1
CUST_02868,21,Male,Pune,31,Basic,299,Credit Card,1,Success,6.82,6.99,34,65.51,2,5.37,1,1
CUST_02869,37,Female,Delhi,5,Basic,499,UPI,1,Success,1.36,19.56,18,61.1,0,2.05,0,0
CUST_02870,64,Male,Delhi,40,Basic,799,UPI,1,Success,9.4,27.49,27,78.58,2,0.5,0,0
CUST_02871,44,Female,Mumbai,40,Basic,499,Debit Card,1,Success,6.79,29.03,56,73.87,1,3.1,0,1
CUST_02872,32,Male,Mumbai,30,Premium,499,UPI,0,Success,0.25,26.99,60,30.36,2,4.66,1,1
CUST_02873,23,Female,Pune,5,Standard,299,Credit Card,0,Success,1.12,18.04,42,56.54,2,2.36,0,1
CUST_02874,64,Female,Pune,12,Basic,499,UPI,0,Success,1.73,30.94,59,23.93,2,3.09,0,1
CUST_02875,31,Male,Bangalore,7,Basic,799,NetBanking,1,Success,4.51,24.8,9,23.54,2,2.76,0,0
CUST_02876,28,Male,Mumbai,45,Standard,299,NetBanking,1,Success,8.3,16.24,78,49.82,0,5.38,0,1
CUST_02877,56,Male,Hyderabad,13,Standard,299,Debit Card,1,Success,0.31,13.83,66,57.44,0,6.46,0,1
CUST_02878,26,Male,Pune,4,Basic,499,NetBanking,1,Success,1.44,26.96,23,51.52,1,4.01,0,0
CUST_02879,43,Female,Hyderabad,42,Premium,499,NetBanking,1,Success,2.36,33.69,73,24.48,0,4.04,0,1
CUST_02880,33,Female,Pune,3,Basic,499,UPI,0,Success,1.01,30.94,43,75.5,3,0.91,0,1
CUST_02881,22,Male,Hyderabad,12,Basic,499,Credit Card,0,Failed,3.94,26.63,29,45.86,0,2.37,0,0
CUST_02882,27,Female,Chennai,1,Basic,499,Credit Card,1,Success,3.25,31.33,44,69.79,1,4.33,1,1
CUST_02883,20,Female,Hyderabad,27,Standard,299,UPI,1,Success,1.9,48.71,88,46.41,3,3.61,0,1
CUST_02884,30,Male,Mumbai,43,Basic,799,NetBanking,1,Success,3.64,27.88,59,50.05,1,3.77,0,1
CUST_02885,60,Male,Pune,13,Basic,299,UPI,1,Failed,2.2,26.57,52,68.67,0,0.5,1,0
CUST_02886,47,Female,Mumbai,17,Basic,299,NetBanking,0,Success,2.1,30.45,24,53.02,1,0.5,1,0
CUST_02887,62,Female,Hyderabad,8,Standard,499,NetBanking,1,Success,1.54,32.5,75,63.41,1,5.93,0,1
CUST_02888,23,Female,Delhi,32,Basic,799,NetBanking,1,Success,3.89,11.64,3,65.55,1,2.78,0,0
CUST_02889,34,Female,Delhi,20,Basic,799,Credit Card,1,Success,2.94,26.77,83,31.46,1,0.5,0,1
CUST_02890,62,Male,Delhi,17,Standard,499,Debit Card,1,Success,1.09,35.04,73,69.56,0,2.82,0,1
CUST_02891,36,Female,Pune,34,Basic,299,Credit Card,0,Success,0.07,42.46,30,41.25,3,0.85,0,1
CUST_02892,59,Female,Bangalore,35,Standard,299,NetBanking,1,Success,0.82,25.2,18,37.78,2,1.27,0,0
CUST_02893,52,Female,Chennai,35,Basic,299,UPI,0,Success,0.22,20.46,1,45.47,3,1.88,0,0
CUST_02894,63,Male,Hyderabad,38,Basic,799,UPI,0,Success,2.82,26.65,3,76.29,0,0.85,0,0
CUST_02895,43,Male,Bangalore,42,Standard,799,NetBanking,1,Success,1.28,18.56,78,27.99,2,0.5,0,1
CUST_02896,22,Male,Delhi,24,Basic,799,Debit Card,1,Failed,2.73,40.69,37,73.02,1,4.14,1,0
CUST_02897,46,Female,Hyderabad,18,Basic,299,Credit Card,1,Success,2,29.81,32,66.79,4,2.12,0,1
CUST_02898,54,Male,Bangalore,46,Standard,499,Credit Card,1,Success,3.86,24.47,17,61.49,0,4.43,0,0
CUST_02899,37,Male,Mumbai,39,Premium,499,NetBanking,0,Success,6.43,36.14,31,64.93,1,3.06,0,1
CUST_02900,38,Male,Delhi,33,Standard,499,NetBanking,0,Failed,3.26,13.47,76,54.2,1,0.5,0,0
CUST_02901,27,Male,Bangalore,23,Premium,499,Debit Card,0,Success,0.32,4.28,79,73.65,1,2.96,0,1
CUST_02902,22,Female,Pune,25,Premium,799,Credit Card,1,Success,0.09,29.22,32,51.47,0,5.12,0,1
CUST_02903,53,Female,Mumbai,37,Premium,299,Debit Card,0,Failed,1.2,35.74,33,27.5,1,2.85,1,0
CUST_02904,23,Female,Delhi,27,Premium,299,Credit Card,1,Success,2.77,23.58,50,58.46,1,1.91,0,1
CUST_02905,43,Male,Chennai,1,Standard,299,Debit Card,0,Success,0.23,18.21,62,76.03,0,0.84,1,1
CUST_02906,21,Female,Delhi,21,Basic,299,Debit Card,1,Success,1.99,15.43,77,69.84,1,2.13,0,1
CUST_02907,56,Male,Pune,10,Basic,299,Debit Card,1,Failed,10.9,12.66,46,96.29,2,1.26,0,0
CUST_02908,56,Male,Chennai,31,Standard,299,UPI,1,Success,0.47,31.65,65,54.94,0,2.28,0,1
CUST_02909,52,Male,Chennai,44,Premium,299,UPI,0,Success,14.83,33.18,12,56.78,0,0.5,1,0
CUST_02910,18,Male,Chennai,25,Standard,499,UPI,1,Success,9.71,34.18,51,55.33,4,1.17,0,1
CUST_02911,41,Male,Hyderabad,20,Standard,799,Credit Card,1,Success,8.91,25.07,51,44.47,1,3.9,0,1
CUST_02912,53,Female,Hyderabad,2,Standard,799,Debit Card,1,Success,9.96,13.44,42,50.54,1,3.22,0,1
CUST_02913,23,Female,Chennai,15,Standard,299,NetBanking,1,Success,0.42,17.85,60,39.22,0,2.5,1,1
CUST_02914,58,Female,Mumbai,28,Standard,299,NetBanking,0,Success,0.82,30.99,80,14.12,1,1.1,0,1
CUST_02915,63,Male,Chennai,13,Standard,299,Credit Card,1,Success,0.72,14.63,2,48.4,1,5.46,0,0
CUST_02916,61,Male,Bangalore,14,Basic,799,Credit Card,1,Success,0.59,23.98,67,60.47,2,6.26,0,1
CUST_02917,48,Male,Chennai,2,Standard,499,NetBanking,1,Success,1.99,14.83,58,72.61,0,1.14,1,1
CUST_02918,37,Other,Hyderabad,34,Premium,299,Debit Card,1,Success,8.87,18.03,53,48.49,2,4.29,0,1
CUST_02919,41,Female,Hyderabad,35,Premium,799,UPI,0,Success,1.45,13.48,68,48.72,2,1.22,0,1
CUST_02920,42,Female,Bangalore,37,Basic,299,Credit Card,0,Success,1.4,25.16,1,80.61,2,3.8,0,0
CUST_02921,53,Male,Bangalore,25,Premium,799,Credit Card,0,Success,5.63,10.37,67,33.38,2,0.5,0,1
CUST_02922,38,Female,Delhi,15,Basic,299,Credit Card,1,Success,0.51,17.4,43,56.73,0,2.07,0,1
CUST_02923,47,Male,Mumbai,12,Basic,299,NetBanking,0,Success,2.23,33.51,37,79.15,0,3.29,1,1
CUST_02924,41,Female,Mumbai,9,Standard,499,UPI,1,Success,1.75,35.49,59,45.83,1,3.58,1,1
CUST_02925,61,Female,Mumbai,31,Basic,799,Debit Card,1,Success,9.4,31.71,26,29.33,1,1.47,0,0
CUST_02926,59,Other,Pune,14,Basic,799,Debit Card,1,Success,3.61,39.15,14,94.14,0,3.89,0,0
CUST_02927,47,Female,Hyderabad,29,Basic,499,NetBanking,0,Success,5.2,11.8,38,75.99,0,2.87,0,1
CUST_02928,39,Male,Mumbai,43,Standard,299,Credit Card,0,Success,0.69,24.09,37,76.61,2,0.8,0,1
CUST_02929,45,Female,Delhi,38,Basic,499,NetBanking,1,Success,13.22,25.75,53,58.21,0,1.3,0,1
CUST_02930,24,Female,Delhi,42,Standard,799,NetBanking,0,Success,1.95,44.52,62,72.81,2,5.47,0,1
CUST_02931,52,Male,Mumbai,8,Standard,499,Debit Card,0,Success,6.14,22.63,57,10.19,1,3.28,0,1
CUST_02932,45,Male,Bangalore,3,Standard,799,UPI,0,Success,15.46,33.01,61,51.25,3,2.34,1,1
CUST_02933,31,Male,Delhi,2,Premium,499,Debit Card,1,Success,3.55,41.94,77,78.95,0,0.72,0,1
CUST_02934,27,Male,Bangalore,16,Standard,499,NetBanking,1,Success,3.54,26.3,17,32.08,1,2.14,0,0
CUST_02935,33,Male,Hyderabad,19,Basic,499,NetBanking,0,Success,0.62,20.31,28,53.33,2,3.29,0,0
CUST_02936,33,Female,Pune,30,Basic,499,Credit Card,0,Success,2.47,21.17,70,66.39,0,3.58,0,1
CUST_02937,48,Male,Delhi,41,Standard,799,Credit Card,0,Failed,9.57,7.89,56,44.31,0,3.19,0,0
CUST_02938,59,Male,Bangalore,16,Standard,499,NetBanking,1,Success,0.73,20.41,23,60.15,1,1.98,0,0
CUST_02939,42,Female,Mumbai,31,Basic,499,Debit Card,0,Success,12.48,10.79,37,67.71,1,0.5,1,1
CUST_02940,30,Female,Hyderabad,28,Basic,299,Credit Card,1,Success,5.5,32.82,5,66.04,2,2.86,0,0
CUST_02941,23,Female,Chennai,4,Premium,299,UPI,0,Success,2.73,9.38,19,51.99,0,2.94,0,0
CUST_02942,61,Male,Chennai,10,Standard,799,UPI,1,Success,3.95,28.92,41,43.42,1,1.68,1,1
CUST_02943,26,Female,Mumbai,45,Standard,299,NetBanking,0,Success,0.82,36.38,73,67.92,1,2.68,1,1
CUST_02944,62,Female,Hyderabad,18,Premium,799,UPI,1,Success,1.23,32.29,21,66.78,4,3.15,0,0
CUST_02945,53,Male,Hyderabad,47,Premium,499,UPI,1,Success,1.69,20.17,32,65.8,0,3.49,0,1
CUST_02946,60,Male,Hyderabad,32,Standard,799,Credit Card,1,Success,2.43,32.64,86,62.29,2,4.23,1,1
CUST_02947,37,Female,Hyderabad,30,Standard,799,Credit Card,1,Success,12.36,25.1,45,66.8,3,0.5,0,1
CUST_02948,35,Female,Chennai,36,Premium,499,Debit Card,0,Success,2.29,20.43,53,77.54,0,3.69,0,1
CUST_02949,60,Other,Bangalore,9,Standard,799,Credit Card,0,Success,3.71,21.37,41,66.2,2,0.56,0,1
CUST_02950,38,Female,Hyderabad,36,Basic,299,Debit Card,0,Success,0.88,29.43,50,61.95,0,1.42,1,1
CUST_02951,21,Female,Bangalore,29,Basic,499,Credit Card,0,Success,6.66,9.43,67,49.46,2,4.63,0,1
CUST_02952,50,Female,Hyderabad,16,Standard,799,NetBanking,0,Success,4.11,19.96,84,87.72,0,1.14,1,1
CUST_02953,44,Male,Delhi,28,Premium,299,Debit Card,1,Success,2.9,28.75,55,37.54,3,4.32,0,1
CUST_02954,24,Male,Pune,21,Basic,499,NetBanking,0,Success,14.7,19.87,76,55.94,1,2.11,0,1
CUST_02955,23,Male,Delhi,47,Basic,799,Debit Card,1,Success,11.07,12.08,41,49.82,1,5.25,0,1
CUST_02956,32,Female,Pune,2,Premium,799,UPI,0,Success,5.39,16.09,12,23.46,1,0.94,1,0
CUST_02957,35,Female,Delhi,46,Premium,299,Debit Card,1,Success,12.74,26.72,53,67.08,2,2.86,0,1
CUST_02958,49,Female,Hyderabad,35,Basic,499,Debit Card,1,Success,4.16,29.83,11,55.93,1,0.5,0,0
CUST_02959,28,Male,Bangalore,28,Basic,299,Debit Card,1,Success,8.77,35.85,87,60.64,3,3.14,0,1
CUST_02960,37,Female,Pune,36,Standard,499,Debit Card,1,Success,2.63,32.81,34,56.42,1,0.51,0,1
CUST_02961,41,Male,Chennai,31,Basic,499,Debit Card,1,Success,0.45,32.69,82,75.07,0,2.62,0,1
CUST_02962,32,Male,Mumbai,33,Premium,499,UPI,1,Success,25.71,5.78,8,77.63,0,1.68,0,0
CUST_02963,24,Female,Pune,23,Basic,499,Debit Card,0,Success,0.91,32.53,12,37.97,1,5.71,0,0
CUST_02964,38,Female,Pune,41,Basic,299,NetBanking,1,Success,1.45,19.83,21,95.31,1,2.31,0,0
CUST_02965,59,Other,Chennai,17,Basic,299,Debit Card,1,Success,0.89,10.58,39,55.2,2,5.51,0,1
CUST_02966,43,Male,Hyderabad,46,Basic,299,Debit Card,0,Success,2.06,30.58,35,71.75,0,1.49,0,1
CUST_02967,61,Female,Delhi,1,Basic,499,NetBanking,1,Success,1.71,26.79,40,63.61,2,0.5,0,1
CUST_02968,31,Male,Delhi,42,Basic,799,Credit Card,1,Success,4.6,33.85,6,62.11,0,4.14,0,0
CUST_02969,54,Male,Bangalore,23,Premium,299,Credit Card,1,Success,28.22,19.66,54,71.14,0,1.16,0,1
CUST_02970,38,Female,Hyderabad,27,Basic,299,UPI,0,Success,0.27,24.94,74,86.37,3,4.67,1,1
CUST_02971,35,Female,Chennai,25,Premium,499,Debit Card,1,Success,7.54,6.99,78,75.54,5,2.78,0,1
CUST_02972,22,Female,Hyderabad,32,Basic,499,Debit Card,0,Success,0.68,44.61,12,55.13,2,3.9,0,0
CUST_02973,20,Male,Hyderabad,19,Standard,299,Credit Card,1,Success,0.1,11.62,19,58.32,4,4.34,0,0
CUST_02974,40,Female,Delhi,24,Basic,299,Debit Card,0,Success,5.09,16.9,57,48.73,2,6.33,1,1
CUST_02975,43,Male,Chennai,3,Basic,299,UPI,1,Success,10.33,14.69,22,74.3,0,4.6,1,0
CUST_02976,54,Female,Mumbai,12,Standard,299,NetBanking,1,Success,0.97,27.07,52,71.8,1,3.29,1,1
CUST_02977,41,Male,Pune,35,Standard,299,Debit Card,0,Success,2.09,16.52,36,53.16,1,4.3,0,1
CUST_02978,36,Male,Delhi,15,Premium,299,NetBanking,1,Success,0.92,35.78,19,86.53,3,4.14,0,0
CUST_02979,42,Female,Chennai,17,Premium,499,UPI,0,Success,11.85,28.15,18,81.48,1,3.75,0,0
CUST_02980,38,Female,Bangalore,32,Standard,499,Credit Card,0,Success,1.58,10.1,17,96.47,0,6.04,0,0
CUST_02981,29,Male,Pune,7,Standard,299,UPI,1,Failed,2.94,32.8,67,44.2,0,2.66,0,0
CUST_02982,58,Male,Pune,19,Premium,499,UPI,1,Success,11.26,34.12,60,58,2,3.23,0,1
CUST_02983,50,Female,Delhi,7,Standard,499,UPI,1,Success,4.02,17.71,71,56.07,1,2.13,1,1
CUST_02984,21,Male,Bangalore,5,Premium,799,UPI,1,Success,13.5,13.56,45,100,0,7.15,0,1
CUST_02985,59,Male,Delhi,40,Premium,299,NetBanking,0,Success,13.05,28.99,47,60.2,1,2.53,0,1
CUST_02986,24,Male,Hyderabad,21,Basic,499,UPI,1,Success,3.1,31.59,19,85.3,1,3.53,1,0
CUST_02987,39,Male,Chennai,47,Basic,499,UPI,1,Success,4.37,14.97,71,80.7,2,1.56,0,1
CUST_02988,50,Female,Bangalore,7,Standard,299,UPI,0,Success,1.31,34.24,68,58.32,3,2.38,0,1
CUST_02989,34,Female,Pune,37,Standard,799,UPI,1,Success,23.3,19.26,33,61.11,0,4.53,0,1
CUST_02990,41,Female,Delhi,23,Standard,499,NetBanking,1,Failed,1.63,36.83,6,70.46,1,2.81,0,0
CUST_02991,51,Other,Pune,11,Premium,499,UPI,1,Success,7.65,9.2,49,85.16,1,4.77,0,1
CUST_02992,45,Male,Bangalore,10,Basic,299,Credit Card,1,Success,1.88,17.67,52,56.56,0,4.24,0,1
CUST_02993,60,Male,Pune,21,Basic,299,UPI,0,Success,1.88,22.92,85,49.83,3,2.84,0,1
CUST_02994,58,Male,Delhi,41,Basic,499,UPI,1,Success,0.55,15.09,72,78.65,2,1.67,0,1
CUST_02995,56,Male,Delhi,33,Standard,299,Debit Card,0,Success,4.1,24.68,10,37.06,1,3.45,0,0
CUST_02996,39,Male,Mumbai,20,Standard,499,Debit Card,1,Success,1.4,21.53,75,65.05,0,3.45,1,1
CUST_02997,34,Female,Pune,33,Basic,299,Debit Card,1,Success,0.8,22.9,7,81.2,1,3.02,0,0
CUST_02998,51,Female,Mumbai,40,Standard,499,UPI,0,Success,1.29,20.96,31,68.6,1,3.45,0,1
CUST_02999,23,Male,Mumbai,35,Basic,499,Credit Card,1,Success,1.45,12.09,62,48.66,1,1.95,0,1
CUST_03000,63,Female,Pune,34,Basic,299,Credit Card,1,Failed,3.51,24.77,54,39.98,4,3.99,1,0
CUST_03001,23,Female,Bangalore,36,Standard,499,Debit Card,1,Success,2.44,23.74,58,83.74,2,3.64,0,1
CUST_03002,51,Female,Hyderabad,27,Basic,499,Debit Card,1,Success,0.39,14.91,62,56.49,2,1.85,0,1
CUST_03003,18,Female,Delhi,19,Standard,299,UPI,0,Success,3.84,37.49,16,41.97,1,2.29,0,0
CUST_03004,27,Female,Chennai,43,Premium,299,Credit Card,1,Success,7.75,28.15,25,82.78,3,2.92,0,0
CUST_03005,38,Female,Mumbai,5,Premium,299,Credit Card,1,Success,4.27,32.2,50,76.02,3,2.3,0,1
CUST_03006,22,Female,Bangalore,29,Basic,299,Debit Card,1,Success,18.35,16.91,32,38.97,1,1.84,0,1
CUST_03007,19,Female,Pune,10,Standard,799,Credit Card,0,Success,0.52,2,25,100,0,4.56,0,0
CUST_03008,39,Male,Bangalore,40,Standard,499,Debit Card,1,Success,8.61,42.44,21,49.19,1,4.34,0,0
CUST_03009,19,Male,Bangalore,13,Premium,299,Debit Card,0,Success,3.52,26.69,66,75.68,2,3.91,0,1
CUST_03010,27,Female,Pune,29,Premium,299,NetBanking,0,Success,3.69,28.64,77,99.73,0,1.24,0,1
CUST_03011,51,Male,Chennai,5,Basic,299,NetBanking,1,Success,3.66,28.21,81,77.76,2,5.78,0,1
CUST_03012,33,Male,Pune,12,Basic,499,UPI,0,Success,1.97,28.99,62,65.18,1,3.48,0,1
CUST_03013,56,Female,Chennai,13,Standard,299,Debit Card,0,Success,1.96,14.36,16,31.35,1,2.81,0,0
CUST_03014,39,Male,Pune,22,Standard,499,UPI,1,Success,5,14.71,40,100,0,4.25,1,1
CUST_03015,29,Female,Mumbai,40,Basic,299,NetBanking,1,Success,0.23,14.74,75,77.3,1,2.83,0,1
CUST_03016,41,Female,Chennai,15,Basic,799,Credit Card,1,Success,4.44,30.51,38,31.7,1,0.5,0,1
CUST_03017,64,Other,Mumbai,13,Standard,299,NetBanking,1,Success,6.45,12.87,32,90.89,0,3.4,0,1
CUST_03018,57,Female,Chennai,1,Basic,499,NetBanking,1,Success,2.2,9.71,31,61.22,1,4.64,1,1
CUST_03019,55,Male,Chennai,38,Basic,499,NetBanking,0,Success,1.23,18.57,20,54.45,4,3.57,0,0
CUST_03020,27,Female,Pune,43,Basic,499,Credit Card,0,Success,1.2,22.28,52,48.56,1,0.5,0,1
CUST_03021,52,Female,Chennai,45,Basic,799,NetBanking,1,Success,0.43,24.5,63,63.42,2,4.28,0,1
CUST_03022,49,Other,Mumbai,1,Standard,499,Debit Card,0,Success,0.47,20.14,77,76.16,1,3.41,0,1
CUST_03023,24,Male,Pune,11,Basic,499,Debit Card,1,Success,0.91,29.84,65,50.11,3,3.51,0,1
CUST_03024,38,Male,Delhi,43,Basic,499,NetBanking,1,Failed,0.1,36.67,48,62.55,1,0.71,0,0
CUST_03025,37,Female,Mumbai,40,Basic,799,UPI,0,Success,1.55,25.49,70,100,3,2.17,0,1
CUST_03026,43,Male,Delhi,22,Basic,499,UPI,1,Success,1.83,36.62,78,69.51,2,1.35,1,1
CUST_03027,21,Female,Bangalore,35,Standard,799,Credit Card,1,Success,26.72,30.5,30,79.32,1,4.36,0,1
CUST_03028,63,Male,Pune,44,Basic,299,Credit Card,0,Success,23.95,15.45,40,40.83,1,3.71,0,1
CUST_03029,39,Male,Bangalore,6,Standard,499,Debit Card,0,Success,1.04,16.53,71,32.85,1,2.05,1,1
CUST_03030,32,Male,Pune,28,Basic,799,Debit Card,1,Success,1.2,16.03,70,89.29,0,1.88,0,1
CUST_03031,57,Male,Pune,31,Basic,299,NetBanking,0,Success,3.39,23.09,35,83.58,0,2.53,0,1
CUST_03032,38,Female,Mumbai,8,Basic,799,UPI,0,Success,0.81,22.21,73,94.28,1,3.43,0,1
CUST_03033,32,Female,Delhi,5,Basic,299,Debit Card,0,Success,3.51,30.95,38,58.41,2,4.33,0,1
CUST_03034,39,Male,Pune,42,Standard,799,UPI,1,Success,2.55,23.43,40,85.09,1,1.63,0,1
CUST_03035,45,Female,Delhi,44,Standard,499,Credit Card,1,Success,1.96,27.48,40,8.91,1,3.54,0,1
CUST_03036,31,Male,Pune,17,Premium,299,Credit Card,1,Success,8.65,13.32,4,70.82,0,2.45,1,0
CUST_03037,44,Female,Delhi,38,Basic,799,NetBanking,1,Success,8.8,27.42,84,80.66,1,0.5,0,1
CUST_03038,58,Male,Bangalore,9,Basic,299,NetBanking,1,Success,22.07,20.22,5,46.23,3,2.2,0,0
CUST_03039,57,Female,Mumbai,10,Basic,299,Debit Card,1,Success,1.26,19.49,61,81.12,2,3.6,0,1
CUST_03040,45,Female,Pune,20,Premium,299,UPI,1,Success,10.96,18.54,15,56.4,1,1.78,1,0
CUST_03041,43,Female,Hyderabad,14,Basic,499,Debit Card,0,Success,3.86,40.11,79,58.41,2,3.52,1,1
CUST_03042,19,Female,Delhi,14,Standard,799,Debit Card,1,Success,4.48,13.2,87,54.83,1,4.05,0,1
CUST_03043,42,Female,Delhi,26,Basic,299,UPI,0,Success,11.33,31.77,18,91.63,2,4.73,0,0
CUST_03044,20,Other,Hyderabad,29,Basic,499,Debit Card,1,Success,14.29,24.53,82,50.91,0,1.41,1,1
CUST_03045,25,Female,Mumbai,27,Premium,299,NetBanking,0,Success,6.49,11.4,36,48.47,1,4.76,0,1
CUST_03046,61,Female,Delhi,25,Standard,499,UPI,1,Success,2.14,22.02,63,42.86,2,3.05,0,1
CUST_03047,50,Female,Mumbai,16,Premium,299,UPI,1,Failed,3.36,2,58,52.63,1,0.64,1,0
CUST_03048,59,Male,Delhi,36,Standard,299,Debit Card,1,Success,4.77,42.2,68,63.9,1,2.64,1,1
CUST_03049,52,Female,Chennai,34,Standard,299,UPI,0,Success,8.82,21.32,72,72.77,3,2.56,0,1
